file,Number,lhs,match,rhs,subtype2,verb
wlp_1990s_iuw/mag_1998_383259.txt,2453,""" Sharon Wilsnack has found a pattern of women "" using alcohol deliberately to disinhibit "" themselves , and get",into,""" a party mood . "" <p> "" The first couple of years in college , I drank to",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1991_53361.txt,1447,"less tedious for him . Stephanie seemed delighted by the offer and said she thought she could "" really get",into,""" a trip like that , so he went ahead and accepted the speaking date for mid-February . <p>",INTEREST,GET
1997,137,"inherited a cache of fine 19th-century Russian dining room chairs , but they 're also",into,"20th-century style . There is a 1950s Fornasetti mirror above the mantel , and a",INTEREST,BE
wlp_2000s_iey/fic_2001_30622.txt,1230,"after serving some time in a military prison , which was something Harley threw back at him whenever they got",into,a bad shouting match . It amazed me how fearless Harley could be whenever he had to face Uncle,ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1998_358207.txt,1252,"Canada says that last summer Elvis Stojko , figure skater , 5 ft. 7 in. , 158 lbs. , got",into,"a bar brawl with Eric Lindros , goonish hockey star , 6 ft. 4 in. , 236 lbs .",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2006_51660.txt,2289,"the bathtubs at once , steam rising and roiling into the dark chill . And sometimes she seemed to get",into,"a bath-or maybe it was just a memory of her last , lonely plunge into the river-and left a",SPACE,GET
wlp_1990s_iuw/fic_1999_29240.txt,1898,"... That 's bullshit ... "" a male voice suddenly broke in . West started walking , trying to get",into,"a better cell . "" Virginia ... ? "" Hammer 's voice barely crackled through . "" ... can",SPACE,GET
wlp_1990s_iuw/fic_1995_39249.txt,625,"of the Wild Bunch chimed in . "" The sooner the better ! "" <p> Just then Lester Conckle got",into,"a big argument with Bart over a gambling debt and called him some vile names , and even threatened",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1993_25017.txt,1650,school . I meet Kenny out by the back fence of the school yard to eat lunch . We get,into,a big discussion about how flying saucers can fly without jet engines . Kenny amazes me with how little,ACT_SIT_STATE,GET
wlp_2000s_iey/news_2000_633286.txt,1080,"taken a hiatus from her life for the last few years . On her way to superstardom , she got",into,"a bit of a funk . After making her screen debut in 1988 's "" Mystic Pizza , """,ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2003_31090.txt,1520,". They saw Clinton 's daughter , Chelsea , dressed in blue jeans , leave the White House and get",into,a black car with her female Secret Service agent to go to school . But they did not see,SPACE,GET
wlp_1990s_iuw/mag_1992_394664.txt,2024,"of light , 300,000 kms per second . But traveling faster than light is impossible , so once you get",into,a black hole you ca n't get out . The gravitational force you feel on the surface of a,SPACE,GET
wlp_2000s_iey/fic_2000_28758.txt,1884,"and David Salle and Roy Liebenthal . I saw you pose for a photo on 42nd Street , then get",into,"a black scary car . "" Pause , while I consider this scenario , then : "" The second",SPACE,GET
wlp_2000s_iey/fic_2004_28195.txt,1210,"was here a year ago , I photographed the footprint of the house , the marked perimeter . I got",into,a boat and took pictures of the whitened ledges of Smuttynose and the black-backed gulls that swept and rose,SPACE,GET
2006,138,list of reliable candidates for security guards . Wallace nodded blearily . He was deep,into,a bottle of blue label Stoli by then . He 'd told Delaney he trusted,SPACE,BE
wlp_2000s_iey/fic_2006_31247.txt,1140,"about your age , everyone knew him as Mock Duck , and he had a habit , when he got",into,"a brawl , of whipping out two pistols , closing his eyes , and firing blindly until everyone was",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2000_39116.txt,547,"the parking lot just after dawn , a man came out of a room on the first floor , got",into,"a car , and sped away . He left the door to his room wide open , and I",SPACE,GET
wlp_2000s_iey/mag_2003_401434.txt,1903,is Destin-the sleepy fishing **31;536;TOOLONG . Many families or couples spend an entire week here and never have to get,into,a car . Condos are the lodging of choice . Sandestin Golf and Beach Resort is the area 's,SPACE,GET
wlp_1990s_iuw/fic_1994_41316.txt,1739,"smiles slightly . "" None of those puke rides . Slow . Slow rides tonight . "" <p> We get",into,"a car that I 'm sure is broken . It swings differently than the others , crooked somehow .",SPACE,GET
wlp_1990s_iuw/fic_1996_30482.txt,623,across her chest . She did not move to pick up any of the broken things . The fighters got,into,"a clinch , fell together over the back of a sofa , and popped back up , still together",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2004_412400.txt,2400,spleen to surgery and most of my hair to chemotherapy and radiation . But I was lucky enough to get,into,"a clinical trial at the National Cancer Institute that was testing a new combination therapy-four toxic chemicals , together",ACCESS,GET
wlp_1990s_iuw/mag_1993_409281.txt,2223,"sky . Two complementary bowls are necessary because in a completely smooth , intact bowl an observer could not get",into,a comfortable position to make precise recordings . The surface of each bowl is therefore broken up by channels,ACT_SIT_STATE,GET
wlp_1990s_iuw/news_1997_653760.txt,2661,"not high-tech wizardry , are crucial to reducing security risks . A robust firewall to filter what electronic traffic gets",into,"a company 's computer system is helpful , but it can be a Maginot Line approach to security -- ",ACCESS,GET
wlp_2000s_iey/fic_2005_50021.txt,1847,passenger . <p> Hannah resisted the urge to turn the papers upside down . She did n't want to get,into,"a complicated discussion . "" Applications , "" she said . It was true , in a way .",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1999_44502.txt,896,"word yet about getting her hair curled , but her mother knew anyway . <p> In the hall Topaz got",into,a conversation - she did n't know how it happened - with a boy . His name was Lance,ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1999_44568.txt,2075,". I do n't know why I come here . "" You come so that next weekend you can get",into,"a Cosworth-engined Merc 190E and drive very fast down the M4 ( "" No one drives themselves anymore !",SPACE,GET
wlp_2000s_iey/mag_2006_386952.txt,2690,"Specialties calls come with preset combinations . "" A cottontail with a canine pup in distress --  that really gets",into,"a coyote 's head , "" Morris says . Hang a lure A predator approaching @ @ @ @",MIND,GET
wlp_1990s_iuw/news_1997_653769.txt,2093,", the safety of its crew wagon may even become a selling point . "" If you happen to get",into,"a crash with a car , you probably @ @ @ @ @ @ @ @ @ @ into",ACT_SIT_STATE,GET
1993,142,| ridden past the path they had first taken to the top and were far,into,"a deep slashed canyon . Tom and gashed , studded with immense boulders , the",SPACE,BE
wlp_1990s_iuw/fic_1997_42213.txt,2493,"n't get very far . The mayors were n't hostile , exactly , but they were clearly unwilling to get",into,"a dispute between Earth humans . Even Mrs. Brownbenttalon was no help . "" Could gladly give to you",ACT_SIT_STATE,GET
wlp_1990s_iuw/nf_1990_774020.txt,641,"expedition . The story goes that two Dutchmen , searching the wilds of New Guinea for oil deposits , got",into,a dispute with the locals and killed two of them before running off . The Asmat believe that justice,ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2001_27748.txt,1772,temperature of 105 degrees is a relief and workaday guys in traffic jams can turn into killers if they get,into,"a fender bender . It 's the time of year when the asphalt gets so hot , it can",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1998_43252.txt,676,"<p> The phone was ringing when I got in . It was Kate , of course , and we got",into,a fight . I hung up on her . But eventually we wound up at my place . <p>,ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1993_409311.txt,1590,"particularly abhor strife within the tribe . I once witnessed two children , a boy and a girl , get",into,a fight . The boy hit the girl on the head with a rock and knocked her down .,ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2009_405390.txt,728,"RICCI &; OWEN BENJAMIN Ricci , 29 , and her comedian beau called off their engagement "" after they got",into,"a fight and decided to reevaluate things , "" says a source . But , says another source ,",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2002_397762.txt,666,'s the head of the group is my play sister . One of the girls in our crew recently got,into,"a fight because someone was dissin ' our clique , and I was like , This is too much",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2009_36490.txt,2135,"<p> "" Well , "" Lola said , frowning . "" Maybe they 're going to have sex , get",into,"a fight instead , then he kills her and robs the place . "" <p> <p> "" Maybe ,",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1998_55058.txt,2119,"stupid . @ @ @ @ @ @ @ @ @ @ eyes still averted . <p> "" You get",into,"a fight or something , Dad ? "" Nick asked . <p> "" It was a misunderstanding , that",ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1990_341668.txt,564,next to me --  for three months over some minor personal argument . Another time two of the hostages got,into,a fight over some trivial disagreement and started hitting each other . The constant tension led from time to,ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2009_36632.txt,798,"he screamed down the early morning line , jolting Penelope out of a deep sleep . "" Some asshole got",into,"a fight with his girlfriend and threw her cat out of her fourteenth-floor apartment window in Evergreen Gardens ,",ACT_SIT_STATE,GET
wlp_1990s_iuw/news_1990_667234.txt,1737,"always the potential for disaster , "" he says . "" If you just know you 're going to get",into,"a fight with somebody , one way to avoid the possibility is to turn on the TV and get",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2003_401180.txt,1619,c . Never . You 're no sucker ( or suck-up ) ! 7 When you and a friend get,into,"a fight-whether it 's over the dinner tab or politics-you : a . Listen to her side , then",ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1995_397375.txt,2662,Royal Fortune . A compelling reason to keep the jewelry : Diana can sell the gems if she ever gets,into,a financial jam . Hold out for a large lump sum . A clean-break settlement of $20 million or,ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2005_780529.txt,703,I 'm ready to go here ! Where the hell were you ? ! <p> # JIMMY # I got,into,a freakin ' accident ! <p> @ @ @ @ @ @ @ @ @ @ the cars .,ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1993_25039.txt,1075,"n't know if this means anything , but he went out last night in a violent rainstorm , and got",into,"a funk when he was caught coming in at dawn . Again , no motive , though it 's",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1995_39396.txt,1445,"at paintings , little landscapes and interiors and still-lifes of books and stamped envelopes and brass candlesticks . To get",into,"a gallery he had to ring a bell , and an attendant came and first looked at him through",SPACE,GET
wlp_1990s_iuw/mag_1998_400214.txt,2188,"away from shorelines . Head for uniform cover , such as trees of approximately the same height . Or get",into,"a gully or ditch . Use a "" third leg "" to prevent injuries . You 're trudging along",SPACE,GET
wlp_1990s_iuw/fic_1999_44637.txt,1562,"<p> "" You 've led a sheltered life . "" <p> "" So what do you do when you get",into,"a guy 's head ? "" Myra hesitated , then said , "" Look , maybe we should n't",MIND,GET
wlp_2000s_iey/mag_2005_422791.txt,1344,they abuse alcohol . The young lawyer had a long way to travel that night and never should have gotten,into,"a gypsy cab , and the pals watching out for her at the party were so impaired themselves that",SPACE,GET
wlp_2000s_iey/mag_2004_411261.txt,2115,"@ @ @ @ @ @ @ @ @ @ prepared to stay put . "" You want to get",into,a heavy bedding area real early and set your stand up almost exactly where you think they 'll bed,SPACE,GET
wlp_1990s_iuw/mag_1994_425777.txt,2209,"@ @ @ @ @ @ load , since most people did n't mind paying a small price to get",into,"a hot fund . In time , this became the classic Fidelity marketing strategy . <p> Did it work",ACCESS,GET
wlp_2000s_iey/fic_2001_31796.txt,5,the boy looking presentable without snipping off anything other than hair . Then it was,into,a hot tub with a bar of strong soap . While Eddie was washing off,SPACE,BE
wlp_1990s_iuw/news_1994_620128.txt,1128,"'s Festival of Harps , when two women who helped stage the event in various Bay Area concert halls got",into,a legal wrangle . <p> At issue were contracts and control over the artistic and administrative ends of a,ACT_SIT_STATE,GET
wlp_1990s_iuw/news_1994_606768.txt,1430,"couple of my new colleagues took me out to a trendy restaurant called City , where they proceeded to get",into,a lengthy discussion with one of the owners about where the starter for the sourdough bread had come from,ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2002_14561.txt,2665,"'m like , "" Disco Jean ! Disco Jean the Dancin Machine ! Yo , Mommy ! "" She gets",into,"a Lincoln Clown Car at the corner of Gompers and Jackson , right ? Nigga wif the collar gets",SPACE,GET
wlp_2000s_iey/news_2005_648986.txt,580,"happen . "" <p> Raptors ' Downward Spiral Continues <p> When Toronto 's first-year coach , Sam Mitchell , got",into,"a locker-room shouting match after yanking guard Rafer Alston from last Wednesday 's game in Cleveland , the Raptors",ACT_SIT_STATE,GET
wlp_2000s_iey/news_2000_639449.txt,7,"DSL much more than cable , ' Adams said . ' Clearly , cable is",into,a lot more homes than DSL right now . But if you look at the,SPACE,BE
1999,144,him and other young brothers to do their `` graf. `` `` I was,into,"a lot of illegal things , `` says Figueroa , a Puerto Rican high-school senior",INTEREST,BE
wlp_2000s_iey/news_2000_633285.txt,2231,happened so long ago that I ca n't really picture the whole thing and do n't really want to get,into,"a lot of it . And my parents do not talk about it , even today . I just",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2002_398684.txt,560,"in August 1917 , we were shipped out-unfortunately to Camp Wadsworth , near Spartanburg , South Carolina . We got",into,"a lot of trouble there because the Southerners resented Northern black troops . I wrote to Franklin Roosevelt ,",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1993_1040059.txt,1135,a car that was attempting to pass it on the right . The driver leaped from his car and got,into,"a loud argument with Rakhman Ali , at the climax of which he drew a handgun , shot Ali",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2000_32016.txt,8,"player , in the long perilous beat between chorus and verse ( the lady is",into,a love song now about some legendary hero who was suddenly expired by an itinerant,ACT_SIT_STATE,BE
wlp_1990s_iuw/mag_1995_426553.txt,2659,"alcohol to acetaldehyde . Consequently men can tolerate more alcohol than can women , because drink-for-drink , less alcohol gets",into,a man 's blood stream from his stomach . Native Americans and Japanese have the same lower level of,SPACE,GET
wlp_2000s_iey/fic_2001_30206.txt,550,"sophisticated . "" She threw a little mud at me then , so I threw some back . We got",into,"a mudfight . It was undignified , but fun . ( The texture of the wet earth clean on",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2009_36417.txt,1779,"@ invented by the greeting card companies to boost sales , "" she said , beginning the struggle to get",into,"a pair of control-top panty hose . <p> "" I always heard it was a creation of the necktie",CLOTHES,GET
wlp_2000s_iey/nf_2000_746554.txt,1542,"come to them for one thing : to get answers . Given that , "" It 's easy to get",into,a pattern where you want to know the answer real fast @ @ @ @ @ @ @ @,ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2007_388068.txt,2341,of medicine than the science of medicine that will be most effective . It 's better to try to get,into,"a program where you lose weight naturally , using a team approach , to deal with the physical and",ACCESS,GET
wlp_1990s_iuw/news_1995_631314.txt,1890,"mortgages and also gets a chunk of cash to pay off bills . <p> "" We usually do n't get",into,"a public discussion of underwriting guidelines , "" McNutt said , @ @ @ @ @ @ @ @",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2007_390950.txt,1879,"monikers they 've created for three movie-set monsters . * "" I worked with one actress who would randomly get",into,"a rage and scream and start throwing things and slamming doors . She literally looked crazy and possessed ,",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2002_28817.txt,2530,how we did it ? There @ @ @ @ @ @ @ @ @ @ might want to get,into,"a railyard . "" The truck was waiting for them a little way up the street . A small",SPACE,GET
wlp_2000s_iey/mag_2001_411973.txt,2346,falls .... It 's impossible to find a rhythm . <p> But that 's the point . When you get,into,"a rhythm , you get into a comfort zone . After you become proficient in an activity , conversion",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2000_412567.txt,898,"ever got to competitive cycling was BMX racing . When he was 14 , he and his brother Jay got",into,"a rock-throwing contest . "" It went from who could throw the farthest to who could throw most accurately",ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1998_401804.txt,1473,"@ meat loaf , members are encouraged to also prepare their specialties . "" You do n't want to get",into,"a rut , "" Wells says . "" Part of the fun is people bringing in different recipes .",ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1999_403995.txt,2339,"and satisf , ving liquid meal . It takes less than five minutes and digests nearly as fast . Get",into,a rut . Keep your riding gear @ @ @ @ @ @ @ @ @ @ hunting for,ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2002_429173.txt,1686,"beat the Rams , who never ease up on the throttle ? They ca n't if they try to get",into,"a score-fest . "" I give ( Bears offensive coordinator ) John Shoop @ @ @ @ @ @",ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1997_389604.txt,1001,"especially as a formidable barroom brawler . In one of his most famous bouts , in 1951 , he got",into,"a scuffle with Bernie Reynolds , a heavyweight boxer . Mitchum sent Reynolds to the hospital , but endured",ACT_SIT_STATE,GET
1997,150,seems interested . Thac concentrates on his food and the wine . Soon we 're,into,a second bottle . I tell Verna about listening to the war at night,SPACE,BE
1998,151,question is how soon. `` Where all this technology is taking us is,into,"a series of qualitative improvements in people 's lives , `` said William Haseltine ,",SPACE,BE
wlp_2000s_iey/fic_2001_29735.txt,1002,"the same time Melvin did , and we had a few financial things to talk about . We almost got",into,"a shouting match , but you know I did n't want to show out in front of my kids",ACT_SIT_STATE,GET
wlp_1990s_iuw/news_1994_614387.txt,1308,"Wayne "" Wild Man "" McDuffie , who once spit in the face of a reporter , could have gotten",into,a shouting match with Dogs offensive guard Steve Roberts ? . . . For the first time in his,ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2004_780517.txt,2377,"the situation , which is n't good --  stranded COMMUTERS jostle for the few remaining TAXIS . TWO EXECUTIVES get",into,"a shoving match . To the left , a couple @ @ @ @ @ @ @ @ @",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2008_36264.txt,1282,"up too fast . That was why he had passed out . <p> More cautiously this time , Sigmund got",into,a sitting position . His head throbbed . He considered the pain dispassionately . Less disabling than the last,ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1997_42256.txt,1626,". "" I decided that I 'd rather not face those claws on my back . My struggle to get",into,"a sitting position left me panting for breath . "" I 'm ready , "" I gasped . """,ACT_SIT_STATE,GET
1991,152,"hand and holds it out . Eddie , trancelike , slaps it and they are",into,a six or eight beat streetshake at the end of which the Kid drives his,ACT_SIT_STATE,BE
1999,10,"your abs , strengthening your quads and so on . But for anybody who 's",into,"a sport or fitness activity , it 's more important to consider your body as",INTEREST,BE
1999,12,"there is also little doubt that , on the investment front , we are deep",into,a stock mania of historic proportions. `` The frenetic buying in the Internet sector,ACT_SIT_STATE,BE
1995,155,"public housing. `` Proper Gypsies ? `` I said , but she was already",into,a story about how a cultural attache 's estranged wife showed up in Rome .,ACT_SIT_STATE,BE
wlp_2000s_iey/fic_2006_30720.txt,2010,"I did n't ask you to come over here , and I --  "" "" Hey , do n't get",into,"a sweat over it . Kissing is n't all that wonderful . I mean , the first time Mario",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1993_1040073.txt,1167,during George Steinbrenner 's reign as the Bronx Zoo . He also mentioned the experience of a friend who got,into,"a taxi and asked to be taken to the zoo . "" Which zoo ? "" the driver said",SPACE,GET
wlp_1990s_iuw/fic_1997_16038.txt,2584,"Seconds later , the two KGB come out . This time , only Andrei takes after Ramirez . Ivan gets",into,a taxi which heads in an opposite direction . CUT TO : Sequence omitted from original script . Section,SPACE,GET
wlp_2000s_iey/mag_2001_416863.txt,1143,"that only serves to show the good that criticism does .... If Mr. Homer really was angry , he got",into,a temper with the best of results . 33 Homer 's facility with the watercolor medium imbued his entries,ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1995_394830.txt,1362,@@394830 That NASA is in trouble these days is an understatement . Our nation 's space agency has gotten,into,"a terrible cycle of lowballing the costs of its space missions to get them approved , overselling those missions",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2002_47011.txt,680,"I do n't . "" He pulled money out of his wallet , snagged a passing waitress , and got",into,a thing about the bill . Easier than answering her question . The race officials start the wheelers five,ACT_SIT_STATE,GET
wlp_2000s_iey/news_2002_603910.txt,2072,"declare the programs it thinks the United States knows about . <p> "" It 's quite obvious we will get",into,"a twilight situation , "" Ekeus told the institute earlier this week . He said Iraq 's Dec. 8",ACT_SIT_STATE,GET
wlp_2000s_iey/mag_2005_427890.txt,2313,Sundance and the Gotham Awards ) @ @ @ @ @ @ @ @ @ @ I did n't get,into,"acting to have a moment , "" the 30-year-old actress shyly demurs . "" I got into it because",INTEREST,GET
wlp_2000s_iey/nf_2001_776366.txt,627,". Losses were heavy all along the line , except among Burnside 's troops , who once again barely got",into,"action . At no point was the rebel line breached , except briefly in front of the 6th Corps",ACT_SIT_STATE,GET
1998,160,moving very slowly . KATEHawkes is a video-sales analyst . But he 's also,into,"advertising , marketing . RICKYKind of a renaissance guy . KATEHe 's pretty",INTEREST,BE
wlp_1990s_iuw/mag_1994_409925.txt,1280,"If I can do it , other people can do it . I held 17 secretarial jobs before I got",into,advertising copywriting . And it was n't until the age of 43 that I found out what I like,INTEREST,GET
wlp_1990s_iuw/fic_1990_53203.txt,2152,"even --  and the way she 'd looked at me when she eased me into bed , helped me get",into,"Al 's pajamas top , what hearing her move around downstairs did to me --  without her visible ,",CLOTHES,GET
1999,14,Whitey was not the person to have a conversation with about names . He was,into,aliases . I was n't even sure what his name was . He signed his,INTEREST,BE
wlp_1990s_iuw/fic_1993_1040081.txt,2055,"@ @ @ @ @ @ eyes , scrubbed both hands over her face . "" How did I get",into,"all of this ? "" "" My guess is you 've had a rough morning . Where 've you",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2009_36778.txt,1756,"Kramer from Seinfeld . He was really getting agitated . "" I mean , I do n't want to get",into,"all of this . But I 'll have midterms coming up pretty soon , and finals . . .",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2000_38041.txt,791,bay windows that survived the Earthquake and Fire . It creaked a lot . Maybe that 's when Tommy got,into,"all the mystic stuff . <p> Anyway , he was a philosophy major and the job market is n't",INTEREST,GET
1996,161,". For his birthday . I mean he 's a Kennedy nut , he 's",into,"all the theories , and I figured , well this is great -- he gets",INTEREST,BE
wlp_1990s_iuw/fic_1995_52954.txt,1691,", as long as I was beside him . i made him come cause I need his citizenship to get",into,"America . He told me the temp in Boston reaches forty C. Well , how was I supposed to",SPACE,GET
wlp_1990s_iuw/mag_1994_426026.txt,2623,", and a young and single girl was the worst thing wanted around when your wife 's insured car gets",into,"an accident . The girl 's lawyer points out that an injury impairs her chance to get married ,",ACT_SIT_STATE,GET
1995,15,"of a bearded man sitting at the table next to me , who was deep",into,an argument . // Above the noise of the pinball game and the din of,ACT_SIT_STATE,BE
wlp_1990s_iuw/mag_1999_407010.txt,1083,"members of "" the group , "" Ford "" Hoop "" Harris and Mike "" Mikey "" Thomas , got",into,an argument over whether jig eyes are important ( Hoop 's contention ) or useless ( Mikey 's ),ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2007_33694.txt,1353,"you 're actually running on time , your apartment is ( relatively ) clean , and you have n't gotten",into,an argument with your mother/best friend/boss/therapist in at least a week ? That was exactly how I felt as,ACT_SIT_STATE,GET
wlp_1990s_iuw/news_1995_638653.txt,778,"various parts of the western states . <p> Two weeks before the start of his junior year , Davis got",into,"an automobile accident . The Jeep rolled and he bruised the left side of every rib . "" I",ACT_SIT_STATE,GET
1997,165,Law enforcement may help with part of that task . The FBI already is deep,into,"an effort to clean up the Internet . In a recent speech , FBI Director",ACT_SIT_STATE,BE
wlp_2000s_iey/fic_2002_31395.txt,1728,""" I have to know about this soon . "" He smiled and walked out . I watched him get",into,"an especially small and tinny brown car . It was something foreign , I never knew what . As",SPACE,GET
wlp_1990s_iuw/news_1997_602133.txt,1679,n't it ? <p> A : ( This upturn ) clearly happened faster than anybody forecast . And you get,into,"an issue where you 're balancing the needs and desires of your customers , which was , "" We",ACT_SIT_STATE,GET
wlp_1990s_iuw/mag_1991_422593.txt,1131,"staying up till the midnight hour in the hopes that Pickett would jam . ( Pickett , incidentally , got",into,an offscreen scrape with the law in his local New Jersey this year . ) When Pickett did n't,ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2005_780528.txt,2276,the town ? <p> # RILEY # <p> Looks like nobody 's hit it before . <p> FOUR GUERILLAS get,into,an old T-BIRD CONVERTIBLE mounted with <p> machine guns . TWO OTHER ARMED MEN climb onto MOTORCYCLES . The,SPACE,GET
wlp_2000s_iey/fic_2007_33539.txt,592,"neighbors was an alleyway for garbage trucks , service deliveries , and the like . There , the man got",into,"an older , black Volvo . She only saw him from behind , and he wore a flat gray",SPACE,GET
wlp_2000s_iey/fic_2006_51060.txt,635,"without telling her , of course ) a son . Number one in her class in Hong Kong , got",into,"Andover in the United States with only a little help , just to make sure . And once there",SPACE,GET
wlp_2000s_iey/mag_2001_416372.txt,2094,"off . "" She 's not dumb , "" says her friend . "" She was not looking to get",into,"another relationship right away . "" Reports of Ryan 's tearful refusal to go quietly , the pal says",ACT_SIT_STATE,GET
wlp_2000s_iey/fic_2005_32765.txt,2522,need a solid grounding at a good prep school to bring him up to speed if he wanted to get,into,"any college at all-and according to Ria , the New York City public schools were a horror . @",ACCESS,GET
wlp_1990s_iuw/mag_1991_421376.txt,1767,", when The Washington Post introduced readers to Dugan 's successor , General Merrill McPeak , it did n't get",into,"any details about McPeak 's previous job commanding all the aircraft in the Pacific theater . Instead , the",ACT_SIT_STATE,GET
wlp_1990s_iuw/fic_1993_25010.txt,1676,". Time to go . I was too close to D Day , H Hour , M Minute to get",into,"any trouble now . Silence in the hall . Through the door , lock it , stroll back to",ACT_SIT_STATE,GET
1999,168,the book on home designs ? `` `` Not yet . Right now we 're,into,arches . Do you know how many different kinds of arches there are ? There,INTEREST,BE
wlp_2000s_iey/nf_2001_776415.txt,2123,"music , but you ca n't walk in our streets . ' She was right . We did n't get",into,"Arnhem . "" //",SPACE,GET
wlp_2000s_iey/fic_2000_28233.txt,2559,"and roll is smart boys with no respect , you are rock and roll . All the trouble you get",into,"at school , you will never get into university with this attitude . Why are you the only child",ACT_SIT_STATE,GET
